0.029	0.008	0.019	0.041	0.007	0.015	0.007	
-0.04	-0.039	-0.032	-0.041	-0.039	-0.034	-0.039	
-0.059	-0.056	-0.052	-0.059	-0.061	-0.06	-0.055	
-0.07	-0.066	-0.071	-0.065	-0.068	-0.071	-0.073	
-0.085	-0.074	-0.085	-0.072	-0.069	-0.089	-0.072	
-0.087	-0.083	-0.087	-0.083	-0.084	-0.085	-0.086	
-0.092	-0.095	-0.1	-0.099	-0.1	-0.093	-0.096	
-0.067	-0.068	-0.064	-0.068	-0.072	-0.069	-0.068	
-0.084	-0.083	-0.09	-0.094	-0.092	-0.091	-0.093	
-0.08	-0.083	-0.079	-0.083	-0.082	-0.084	-0.085	
-0.077	-0.075	-0.076	-0.075	-0.077	-0.076	-0.083	
-0.078	-0.074	-0.077	-0.075	-0.08	-0.078	-0.076	
-0.081	-0.085	-0.082	-0.084	-0.089	-0.09	-0.089	
0.041	0.035	0.051	0.035	0.049	0.051	0.039	
0.016	0.015	0.019	0.018	0.01	0.013	0.018	
0.011	0.015	0.006	0.011	0.003	0.009	0.002	
-0.003	0.001	-0.005	-0.002	-0.005	0.006	-0.003	
0.01	0.004	-0.011	-0.017	0.001	0.007	0.008	
-0.005	-0.016	-0.004	-0.012	-0.007	-0.012	-0.005	
-0.025	-0.017	-0.021	-0.015	-0.02	-0.016	-0.018	
-0.025	-0.024	-0.02	-0.022	-0.021	-0.019	-0.017	
-0.017	-0.015	-0.018	-0.014	-0.016	-0.02	-0.012	
-0.021	-0.017	-0.016	-0.017	-0.014	-0.017	-0.011	
-0.016	-0.012	-0.018	-0.014	-0.02	-0.016	-0.018	
-0.007	-0.012	-0.011	-0.013	-0.016	-0.013	-0.015	
-0.015	-0.007	-0.01	-0.009	-0.013	-0.011	-0.013	
0.092	0.088	0.09	0.088	0.084	0.08	0.084	
0.057	0.049	0.06	0.052	0.059	0.056	0.053	
0.054	0.044	0.053	0.042	0.049	0.054	0.048	
0.04	0.052	0.042	0.047	0.046	0.05	0.044	
0.037	0.039	0.057	0.056	0.054	0.037	0.046	
0.037	0.043	0.041	0.04	0.038	0.035	0.043	
0.034	0.03	0.029	0.033	0.031	0.025	0.028	
0.025	0.02	0.025	0.023	0.021	0.026	0.021	
0.02	0.022	0.017	0.015	0.02	0.021	0.02	
0.016	0.019	0.018	0.019	0.022	0.02	0.021	
0.019	0.023	0.019	0.023	0.019	0.018	0.023	
0.021	0.02	0.025	0.024	0.02	0.021	0.024	
0.028	0.027	0.024	0.027	0.023	0.025	0.028	
0.177	0.174	0.185	0.165	0.166	0.172	0.169	
0.145	0.143	0.146	0.144	0.14	0.151	0.139	
0.135	0.13	0.143	0.137	0.13	0.134	0.13	
0.12	0.127	0.124	0.128	0.136	0.125	0.124	
0.131	0.139	0.14	0.136	0.116	0.114	0.115	
0.125	0.12	0.116	0.113	0.116	0.119	0.12	
0.112	0.114	0.108	0.11	0.112	0.116	0.108	
0.099	0.105	0.102	0.107	0.105	0.103	0.104	
0.099	0.097	0.093	0.099	0.101	0.096	0.097	
0.097	0.098	0.095	0.093	0.092	0.09	0.097	
0.074	0.07	0.071	0.075	0.071	0.07	0.073	
0.088	0.084	0.083	0.084	0.077	0.078	0.079	
0.085	0.083	0.087	0.084	0.089	0.086	0.083	
0.299	0.30	0.298	0.277	0.291	0.317	0.308	
0.266	0.276	0.268	0.266	0.269	0.267	0.271	
0.254	0.258	0.262	0.259	0.26	0.259	0.257	
0.252	0.25	0.244	0.254	0.249	0.248	0.253	
0.242	0.245	0.258	0.265	0.262	0.251	0.243	
0.246	0.237	0.24	0.241	0.239	0.24	0.234	
0.234	0.228	0.235	0.228	0.233	0.231	0.233	
0.205	0.209	0.202	0.204	0.207	0.208	0.207	
0.211	0.209	0.208	0.214	0.21	0.218	0.213	
0.194	0.19	0.187	0.183	0.19	0.183	0.185	
0.177	0.166	0.17	0.167	0.17	0.174	0.175	
0.196	0.194	0.192	0.188	0.193	0.194	0.198	
0.215	0.205	0.198	0.197	0.20	0.201	0.198	
0.393	0.389	0.405	0.406	0.396	0.409	0.407	
0.365	0.37	0.367	0.371	0.369	0.372	0.365	
0.363	0.357	0.352	0.358	0.357	0.361	0.357	
0.357	0.36	0.357	0.352	0.357	0.346	0.351	
0.339	0.346	0.354	0.352	0.347	0.357	0.349	
0.34	0.336	0.342	0.349	0.351	0.349	0.345	
0.341	0.337	0.343	0.337	0.332	0.336	0.331	
0.304	0.302	0.296	0.293	0.284	0.27	0.255	
0.278	0.27	0.266	0.269	0.28	0.282	0.286	
0.267	0.258	0.255	0.251	0.248	0.249	0.253	
0.23	0.233	0.235	0.248	0.246	0.245	0.25	
0.274	0.277	0.265	0.262	0.263	0.268	0.266	
0.303	0.292	0.284	0.281	0.277	0.278	0.276	
